geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
3,800,8.0,12,1,0.5,gini,balanced,0.7,0.46309744947991066,0.7439166666666667,0.6736635718816677,0.3178516039506979,0.43191481495175066,0.7619591328662858
3,400,30.0,16,10,0.3,entropy,balanced,0.5,0.670174157669712,0.69445,0.5008691482347299,0.6820667700595869,0.5775903781018871,0.7598679908493272
3,200,12.0,30,15,0.5,gini,balanced,0.5,0.6773054573954009,0.6912416666666666,0.4971361574536788,0.7037520746605719,0.5826697153670267,0.7661751771227123
3,400,,30,2,log2,entropy,balanced_subsample,0.5,0.6507645234618238,0.698775,0.5064336674027519,0.6489538268984845,0.5689036243723837,0.7522568561831624
3,800,16.0,30,5,sqrt,gini,balanced,0.5,0.6768745536532168,0.6973916666666666,0.5043758453337577,0.6899572823987158,0.5827482793091958,0.7662771711241438
3,800,8.0,4,20,sqrt,log_loss,balanced_subsample,0.5,0.6691718110689399,0.6896,0.4952244968838636,0.6983375506761352,0.5794987581846918,0.7624851681661767
3,200,30.0,4,5,0.5,log_loss,balanced,0.5,0.6352431566789626,0.6880416666666667,0.49300971669878235,0.6543683508829211,0.5623429005670193,0.7442203808559104
3,300,12.0,6,10,log2,gini,balanced,0.5,0.6815811600973999,0.6951333333333334,0.5016500361250512,0.6989905585938563,0.5841025874221273,0.7672185300141054
3,400,12.0,30,5,0.5,gini,balanced,0.5,0.6778692082244041,0.6920333333333333,0.49803830617885236,0.7011400429896879,0.5823897665378444,0.766250586239946
3,200,10.0,16,10,0.5,log_loss,balanced_subsample,0.3,0.5491022021783675,0.5352833333333333,0.3901071589582346,0.9182107583054444,0.5475742333279248,0.7656830921042836
3,200,10.0,12,5,0.3,log_loss,balanced_subsample,0.5,0.6792778451191973,0.6932833333333334,0.4994841447509295,0.6981470900334666,0.5823385229903318,0.7657672328207151
3,200,12.0,30,5,log2,entropy,balanced_subsample,0.7,0.4724921782800341,0.7456,0.6732728386127039,0.3290615732049084,0.4420644783975437,0.7671805072742488
3,400,10.0,12,15,sqrt,log_loss,balanced_subsample,0.5,0.6789987600354171,0.6929,0.49903896557749433,0.6993714798791936,0.5824609109449355,0.7658615586052432
3,200,10.0,12,15,sqrt,log_loss,balanced,0.5,0.6796156022336545,0.6930333333333333,0.49919465952533426,0.6999156531439611,0.5827556522133116,0.7657501744168398
3,200,10.0,4,5,log2,gini,balanced_subsample,0.35,0.5792249984732021,0.57835,0.41182314952806753,0.8796832911599053,0.5610098906819365,0.7656730047621148
3,100,24.0,6,8,log2,entropy,balanced,0.45,0.6429843580273751,0.666975,0.47229988609298956,0.744592278181373,0.5779819420243941,0.7596939122098398
3,800,12.0,16,20,sqrt,gini,balanced_subsample,0.6,0.5867100946192143,0.7406083333333333,0.5877855448757958,0.512475172094795,0.5475529456226289,0.7673215339590714
3,800,24.0,4,10,0.3,gini,balanced_subsample,0.7,0.482381311210741,0.7433916666666667,0.6522894521668029,0.34729137757461975,0.45325899753200405,0.7604899681702437
3,400,,24,15,0.3,log_loss,balanced,0.5,0.6750062003906372,0.6955166666666667,0.5021326403078937,0.6886784752265122,0.5807939421753098,0.763450815544455
